snippet_std,preprocessed_snippet,date_std,source
A groundbreaking new trial of medicinal cannabis has uncovered some promising results for families of children living with autism,"['A', 'groundbreaking', 'new', 'trial', 'medicinal', 'cannabis', 'uncovered', 'promising', 'result', 'family', 'child', 'living', 'autism']",2022-11-18,snippet
Budding cannabis producers can now apply for a licence to grow the crop legally in Australia for medicinal use only,"['Budding', 'cannabis', 'producer', 'apply', 'licence', 'grow', 'crop', 'legally', 'Australia', 'medicinal', 'use']",2016-10-30,snippet
A medicinal cannabis farm has been declared open for business in south east Queensland with the race on to supply the product to the,"['A', 'medicinal', 'cannabis', 'farm', 'declared', 'open', 'business', 'south', 'east', 'Queensland', 'race', 'supply', 'product']",2019-08-27,snippet
The debate about medicinal cannabis in Australia has fallen into a deep hole In 2003 and again in 2014 NSW Premiers proposed legalising,"['The', 'debate', 'medicinal', 'cannabis', 'Australia', 'fallen', 'deep', 'hole', 'In', '2003', '2014', 'NSW', 'Premiers', 'proposed', 'legalising']",2014-11-17,snippet
The Sunshine Coast should become home to the state s medical marijuana production according to a Queensland MP,"['The', 'Sunshine', 'Coast', 'become', 'home', 'state', 'medical', 'marijuana', 'production', 'according', 'Queensland', 'MP']",2016-10-13,snippet
A new hotline is expected to fast track access to medicinal cannabis for palliative care patients in NSW,"['A', 'new', 'hotline', 'expected', 'fast', 'track', 'access', 'medicinal', 'cannabis', 'palliative', 'care', 'patient', 'NSW']",2017-11-23,snippet
The Turnbull government will introduce a national scheme to legalise medicinal cannabis by licensing growers next year which could pave the,"['The', 'Turnbull', 'government', 'introduce', 'national', 'scheme', 'legalise', 'medicinal', 'cannabis', 'licensing', 'grower', 'next', 'year', 'could', 'pave']",2015-12-02,snippet
According to court documents later that month Mr Rice was prescribed medicinal cannabis specifically THC Flower Relax Daylesford Bud by his,"['According', 'court', 'document', 'later', 'month', 'Mr', 'Rice', 'prescribed', 'medicinal', 'cannabis', 'specifically', 'THC', 'Flower', 'Relax', 'Daylesford', 'Bud']",2021-12-12,snippet
Some parents have been unable to wait for a trial sourcing medical marijuana illegally usually in desperate attempts to ease their children s,"['Some', 'parent', 'unable', 'wait', 'trial', 'sourcing', 'medical', 'marijuana', 'illegally', 'usually', 'desperate', 'attempt', 'ease', 'child']",2015-03-23,snippet
Queensland accounts for more than half the medicinal cannabis prescriptions ever dispensed in Australia but other states are now expected,"['Queensland', 'account', 'half', 'medicinal', 'cannabis', 'prescription', 'ever', 'dispensed', 'Australia', 'state', 'expected']",2022-05-10,snippet
Ellie a 15 year old Staffy has a new spring in her step which her owner believes is thanks to a daily dose of medicinal cannabis oil,"['Ellie', '15', 'year', 'old', 'Staffy', 'new', 'spring', 'step', 'owner', 'belief', 'thanks', 'daily', 'dose', 'medicinal', 'cannabis', 'oil']",2016-07-13,snippet
The authors pointed out the findings related specifically to medicinal cannabis such as the medically derived extracts THC and CBD as opposed,"['The', 'author', 'pointed', 'finding', 'related', 'specifically', 'medicinal', 'cannabis', 'medically', 'derived', 'extract', 'THC', 'CBD', 'opposed']",2019-10-30,snippet
The Turnbull government will on Wednesday introduce a national scheme into Parliament to licence medicinal cannabis growers,"['The', 'Turnbull', 'government', 'Wednesday', 'introduce', 'national', 'scheme', 'Parliament', 'licence', 'medicinal', 'cannabis', 'grower']",2016-02-10,snippet
Bill Shorten visited a Sydney couple to talk about their use of medicinal cannabis The next day the police came knocking,"['Bill', 'Shorten', 'visited', 'Sydney', 'couple', 'talk', 'use', 'medicinal', 'cannabis', 'The', 'next', 'day', 'police', 'came', 'knocking']",2015-11-21,snippet
It was a long and tortuous path to pain relief from medical cannabis but it finally came for Patricia Brierley She also has bursitis We think,"['It', 'long', 'tortuous', 'path', 'pain', 'relief', 'medical', 'cannabis', 'finally', 'came', 'Patricia', 'Brierley', 'She', 'also', 'bursitis', 'We', 'think']",2019-09-12,snippet
These sort of trials do not yet exist for many things people seek to treat with medicinal marijuana That s why only one cannabis medication,"['These', 'sort', 'trial', 'yet', 'exist', 'many', 'thing', 'people', 'seek', 'treat', 'medicinal', 'marijuana', 'That', 'one', 'cannabis', 'medication']",2018-04-06,snippet
Australian medical cannabis operators are in a race to bring the first over the counter CBD medicines to pharmacies but consumers have been,"['Australian', 'medical', 'cannabis', 'operator', 'race', 'bring', 'first', 'counter', 'CBD', 'medicine', 'pharmacy', 'consumer']",2022-03-24,snippet
Medicinal cannabis campaigner and United in Compassion co founder Lucy Haslam told Fairfax Media the final decision was an essential step in,"['Medicinal', 'cannabis', 'campaigner', 'United', 'Compassion', 'co', 'founder', 'Lucy', 'Haslam', 'told', 'Fairfax', 'Media', 'final', 'decision', 'essential', 'step']",2016-09-01,snippet
Two Australian companies are leading the charge to introduce medical cannabis hoping to launch a local industry estimated to be worth 100,"['Two', 'Australian', 'company', 'leading', 'charge', 'introduce', 'medical', 'cannabis', 'hoping', 'launch', 'local', 'industry', 'estimated', 'worth', '100']",2015-01-31,snippet
Information booklets on medicinal cannabis which aim to make it easier for doctors to prescribe the controversial drug have been released,"['Information', 'booklet', 'medicinal', 'cannabis', 'aim', 'make', 'easier', 'doctor', 'prescribe', 'controversial', 'drug', 'released']",2017-12-24,snippet
Dan Haslam the Tamworth man whose story about the relief cannabis gave him from the pains of cancer was instrumental to changing the,"['Dan', 'Haslam', 'Tamworth', 'man', 'whose', 'story', 'relief', 'cannabis', 'gave', 'pain', 'cancer', 'instrumental', 'changing']",2015-02-25,snippet
Having retired six years ago due to chronic pain the three time WNBA MVP hopes to get the green light to continue using medicinal cannabis,"['Having', 'retired', 'six', 'year', 'ago', 'due', 'chronic', 'pain', 'three', 'time', 'WNBA', 'MVP', 'hope', 'get', 'green', 'light', 'continue', 'using', 'medicinal', 'cannabis']",2022-02-02,snippet
In a finding that is likely to further intensify the debate about medical marijuana use the National Drug and Alcohol Centre researchers found,"['In', 'finding', 'likely', 'intensify', 'debate', 'medical', 'marijuana', 'use', 'National', 'Drug', 'Alcohol', 'Centre', 'researcher', 'found']",2015-01-26,snippet
Charlotte was a US toddler with Dravets whose seizures decreased dramatically after she was given a strain of Cannabis called CBD This girl,"['Charlotte', 'US', 'toddler', 'Dravets', 'whose', 'seizure', 'decreased', 'dramatically', 'given', 'strain', 'Cannabis', 'called', 'CBD', 'This', 'girl']",2015-06-12,snippet
Exemptions to use medicinal cannabis while competing such as the one sought by Lauren Jackson won t be needed in the future according to,"['Exemptions', 'use', 'medicinal', 'cannabis', 'competing', 'one', 'sought', 'Lauren', 'Jackson', 'needed', 'future', 'according']",2022-02-03,snippet
The bill introduced by Greens MP Cate Faehrmann would provide a defence against drug driving charges for medicinal cannabis users similar to,"['The', 'bill', 'introduced', 'Greens', 'MP', 'Cate', 'Faehrmann', 'would', 'provide', 'defence', 'drug', 'driving', 'charge', 'medicinal', 'cannabis', 'user', 'similar']",2022-06-16,snippet
Medicinal cannabis users could be free as early as next year to drive with the substance in their bodies as the state government considers,"['Medicinal', 'cannabis', 'user', 'could', 'free', 'early', 'next', 'year', 'drive', 'substance', 'body', 'state', 'government', 'considers']",2020-10-14,snippet
An Australian company is testing whether medicinal cannabis product could be used to treat medical conditions in family pets,"['An', 'Australian', 'company', 'testing', 'whether', 'medicinal', 'cannabis', 'product', 'could', 'used', 'treat', 'medical', 'condition', 'family', 'pet']",2018-07-21,snippet
It s time the government and the medical fraternity stopped burying their heads in the sand over the use of cannabis for medicinal purposes,"['It', 'time', 'government', 'medical', 'fraternity', 'stopped', 'burying', 'head', 'sand', 'use', 'cannabis', 'medicinal', 'purpose']",2014-09-08,snippet
Health Minister Sussan Ley said on Friday she was finalising changes to the Narcotics Drugs Act to allow cannabis to be grown for medicinal and,"['Health', 'Minister', 'Sussan', 'Ley', 'said', 'Friday', 'finalising', 'change', 'Narcotics', 'Drugs', 'Act', 'allow', 'cannabis', 'grown', 'medicinal']",2015-10-16,snippet
Queensland is set to join a New South Wales led push for medicinal cannabis trials but some parents of children suffering from epilepsy say,"['Queensland', 'set', 'join', 'New', 'South', 'Wales', 'led', 'push', 'medicinal', 'cannabis', 'trial', 'parent', 'child', 'suffering', 'epilepsy', 'say']",2015-06-06,snippet
Medical professionals want more information about medicinal cannabis before they start prescribing it to patients a new study has found,"['Medical', 'professional', 'want', 'information', 'medicinal', 'cannabis', 'start', 'prescribing', 'patient', 'new', 'study', 'found']",2019-05-11,snippet
Premier Mike Baird will launch a symposium debating the medical use of cannabis on Friday,"['Premier', 'Mike', 'Baird', 'launch', 'symposium', 'debating', 'medical', 'use', 'cannabis', 'Friday']",2014-11-16,snippet
A massive manufacturing hub for medicinal cannabis sleep capsules has been built in Victoria June 29 2022 8 54pm Save,"['A', 'massive', 'manufacturing', 'hub', 'medicinal', 'cannabis', 'sleep', 'capsule', 'built', 'Victoria', 'June', '29', '2022', '8', '54pm', 'Save']",,snippet
Medicinal cannabis advocates are fighting for users to have the right to drive with the medication in their system,"['Medicinal', 'cannabis', 'advocate', 'fighting', 'user', 'right', 'drive', 'medication', 'system']",2023-02-22,snippet
Surveys show nearly three quarters of the population wants the nation s drug laws to change and politicians across the political spectrum,"['Surveys', 'show', 'nearly', 'three', 'quarter', 'population', 'want', 'nation', 'drug', 'law', 'change', 'politician', 'across', 'political', 'spectrum']",2015-06-19,snippet
Medicinal marijuana is regulated by the Federal Government Office of Drug Control Australian Medical Association Queensland spokesman Dr Jim,"['Medicinal', 'marijuana', 'regulated', 'Federal', 'Government', 'Office', 'Drug', 'Control', 'Australian', 'Medical', 'Association', 'Queensland', 'spokesman', 'Dr', 'Jim']",2018-08-11,snippet
Mikayla 13 suffers from a rare disorder that causes multiple seizures each and every day but medicinal cannabis has changed her life,"['Mikayla', '13', 'suffers', 'rare', 'disorder', 'cause', 'multiple', 'seizure', 'every', 'day', 'medicinal', 'cannabis', 'changed', 'life']",2018-04-24,snippet
NSW is spending 9 million over five years on three trials for medicinal cannabis to treat terminally ill patients children with epilepsy,"['NSW', 'spending', '9', 'million', 'five', 'year', 'three', 'trial', 'medicinal', 'cannabis', 'treat', 'terminally', 'ill', 'patient', 'child', 'epilepsy']",2015-04-19,snippet
The ACT government has rejected a push to create an effective amnesty for medicinal cannabis users by directing police not to charge them with,"['The', 'ACT', 'government', 'rejected', 'push', 'create', 'effective', 'amnesty', 'medicinal', 'cannabis', 'user', 'directing', 'police', 'charge']",2016-05-22,snippet
Affordable and easy to take medicinal cannabis wafers are now available in Queensland 7 05pm Save,"['Affordable', 'easy', 'take', 'medicinal', 'cannabis', 'wafer', 'available', 'Queensland', '7', '05pm', 'Save']",2020-05-05,snippet
Lucy Haslam spearheaded the fight for medicinal cannabis to be legalised in Australia but the fight is not over,"['Lucy', 'Haslam', 'spearheaded', 'fight', 'medicinal', 'cannabis', 'legalised', 'Australia', 'fight']",2023-02-24,snippet
Chile legalised the use of medical marijuana in 2015 and Gazmuri was a prominent advocate for that change She s now touring Australia to speak,"['Chile', 'legalised', 'use', 'medical', 'marijuana', '2015', 'Gazmuri', 'prominent', 'advocate', 'change', 'She', 'touring', 'Australia', 'speak']",2018-02-07,snippet
In Victoria state Opposition Leader Daniel Andrews has promised to legalise access to medical marijuana for Victorians with life threatening,"['In', 'Victoria', 'state', 'Opposition', 'Leader', 'Daniel', 'Andrews', 'promised', 'legalise', 'access', 'medical', 'marijuana', 'Victorians', 'life', 'threatening']",2014-09-17,snippet
